name	date	hq	category	audience	model	description	main_url	twitter_url	angellist_url	crunchbase_url	linkedin_url	facebook_url	tags	status
LawPanel	2015	London	Document Automation	n/a	n/a	Intelligent tools to make law firms smarter	 https://www.lawpanel.com/	https://twitter.com/lawpanel?lang=en	https://angel.co/company/lawpanel/people	https://www.crunchbase.com/organization/lawpanel	https://uk.linkedin.com/company/lawpanel	https://www.facebook.com/LawPanel/	n/a	active
Mylex Global	2017	London	Marketplace	n/a	n/a	Mylex Global Ltd is a UK based company. We are a marketplace providing on-deman legal services for most frequently faced by individuals legal issues and making access to law easier.	n/a	n/a	https://angel.co/mylex-global	https://www.crunchbase.com/organization/mylex	https://www.linkedin.com/company/mylex-group	n/a	n/a	active
Priory Solutions	2013	London	Legal Research	n/a	n/a	Help law firms improve their processes through innovative software	http://priorysolutions.com/	https://twitter.com/priorysolutions	n/a	https://www.crunchbase.com/organization/priory-solutions	https://www.linkedin.com/company/priory-solutions	https://www.facebook.com/pages/Priory-Solutions/114433228572761	n/a	inactive
Linkilaw	2015	London	Marketplace	n/a	n/a	The Legal Platform For Startups and SMEs	https://linkilaw.com/	https://twitter.com/Linkilaw	https://angel.co/company/linkilaw	https://www.crunchbase.com/organization/linkilaw#section-overview	https://www.linkedin.com/company/linkilaw	https://www.facebook.com/linkilaw	n/a	active
Made in Law	2016	London	Document Automation	n/a	n/a	We are your business lawyer SAAS	https://madeinlaw.com/en/	https://twitter.com/lawmadecom?lang=en	https://angel.co/made-in-law-1	https://www.crunchbase.com/organization/made-in-law	https://www.linkedin.com/company/made-in-law	https://www.facebook.com/pg/madeinlaw.co	n/a	inactive
amicable apps	2015	London, England, United Kingdom	Document Automation	n/a	n/a	Amicable offers a divorce service that works with couples to help them reach fairer agreements.	https://amicable.io	https://twitter.com/amicableapps?lang=en	https://angel.co/company/amicable-apps/people	https://www.crunchbase.com/organization/amicable	https://www.linkedin.com/company/amicable-apps/	https://www.facebook.com/amicableapps	Apps, Legal, Legal Tech, Mobile Apps, Software	active
ClicknClear	2009	London	Document Automation	n/a	n/a	Music Licensing for Sports Mixes	http://www.clicknclear.com/	https://twitter.com/clicknclear_?lang=en	https://angel.co/company/pre-cleared-limited-t-a-clicknclear	https://www.crunchbase.com/organization/clicknclear	https://www.linkedin.com/company/clicknclearmusic/	https://www.facebook.com/clicknclearmusic/	n/a	active
Enkrypt	2015	Los Angeles	Practice Management	n/a	n/a	Enkrypt changing the dynamics of how attorneys interact with their clients.	n/a	https://twitter.com/@EnkryptM	https://angel.co/company/enkrypt	n/a	https://www.linkedin.com/company/enkrypt-inc-	https://www.facebook.com/EnkryptLosAngeles/	n/a	active
Juris	2018	Los Angeles, California, United States	Online Dispute Resolution	n/a	n/a	Juris works on the next evolution of legal and dispute resolution services by combining people and computers.	n/a	https://twitter.com/JurisAbramenko	https://angel.co/company/getjuris	n/a	https://www.linkedin.com/company/getjuris	https://www.facebook.com/jurisfernandez/	Legal, Legal Tech, Professional Services	active
ChirpCase	2016	Los Angeles	Practice Management	n/a	n/a	Designing a better way for lawyers and their clients to work together	http://www.chirpcase.com/	https://twitter.com/chirpcase?lang=en	https://angel.co/chirpcase	n/a	n/a	https://www.facebook.com/chirpcases/	n/a	inactive
ContractWiser	2015	Los Angeles	Analytics	n/a	n/a	Get smart about your contracts.	http://www.contractwiser.com	https://twitter.com/contractwiser	https://angel.co/contractwiser	n/a	n/a	n/a	n/a	inactive
LegatumX	2017	Los Angeles	Document Automation	n/a	n/a	Legal services solution for document integrity.	 https://legatumx.com/	n/a	https://angel.co/legatumx	https://www.crunchbase.com/organization/legatumx	https://www.linkedin.com/company/legatumx/	https://www.facebook.com/pg/LegatumX/	n/a	active
Shop Immigration	2016	Santa Monica, California, United States	Marketplace	n/a	n/a	Shop Immigration connects immigrants with immigration attorneys, and provides professional immigration legal services.	n/a	n/a	https://angel.co/company/shop-immigration-1	n/a	https://www.linkedin.com/company/shop-immigration-inc./about/	https://facebook.com/evisaimmigration/shop_nt/?ref=page_internal&mt_nav=0	Document Preparation, Legal, Legal Tech	acquired
Prenupta	2017	Los Angeles	Document Automation	n/a	n/a	Prenuptial Agreements, Made Simple.	n/a	n/a	https://angel.co/prenupta	n/a	https://www.linkedin.com/company/prenupta-com/about/	https://www.facebook.com/Prenupta-1303466196435157/	n/a	active
Lawgood	2016	Los Angeles, California, United States	Marketplace	n/a	n/a	Lawgood makes it fast and easy for lawyers to draft and review market-driven contracts.	n/a	https://twitter.com/belawgood?lang=en	n/a	n/a	https://www.linkedin.com/company/lawgood/about/	https://www.facebook.com/belawgood/	Legal, Legal Tech, Software	active
FairClaims	2014	Los Angeles	Online Dispute Resolution	n/a	n/a	Online dispute resolution platform.	n/a	https://twitter.com/Fair_Claims	https://angel.co/fairclaims	n/a	https://www.linkedin.com/company/fairclaims	https://www.facebook.com/1FairClaim/	n/a	active
Zero Email	2015	Los Gatos, California	Practice Management	Individuals	Legal Tech	Zero is an email client engineered from the ground up for the specialized, exactly needs of attorneys.	n/a	n/a	https://www.linkedin.com/company/zeroapp/	n/a	https://www.linkedin.com/company/zeroapp/	n/a	n/a	active
Origin Systems	2007	Cape Town, South Africa	Document Automation	n/a	n/a	Origin Systems is a legal and software consultancy providing niche compliance, contract drafting and risk management solutions to many of South Africa's largest companies. Our services support approximately 150,000 businesses and more than 1.75 million individuals. Larger corporate clients include Old Mutual, Sappi, Hollard, Pioneer Foods, Massmart, Tiger Brands, AVI, Distell, Oceana and Telesure.  Built by lawyers, for lawyers, the systems solve the unique compliance, risk management and drafting challenges faced by in-house lawyers. Key elements include a 90% reduction in drafting time; document management; advanced reporting; data security, and reminders of upcoming contract expiries, escalation clause anniversaries and condition precedent deadlines.   Uniquely, we recognise that in-house lawyers simply don't have time to implement software solutions. Our legal team therefore handles the end-to-end implementation of the solutions - tailored to the specific contract precedents, circumstances and challenges of the client. For the full story, see www.originsystems.co.za.	http://www.originsystems.co.za/	n/a	https://angel.co/company/origin-systems	https://www.crunchbase.com/organization/origin-systems	https://www.linkedin.com/company/origin-systems	n/a	secure contracting, contract and document automation, contract management	active
Wonder.Legal	2014	France	Document Automation	n/a	n/a	Wonder.Legal is a document automation company. Now open in 20 countries.	https://www.wonder.legal	https://twitter.com/wonderlegal_us?lang=en	n/a	https://www.crunchbase.com/organization/wonder-legal	https://www.linkedin.com/company/wonder.legal/about/	https://www.facebook.com/wonder.legal/	n/a	active
filerskeepers	2018	Amsterdam, the Netherlands	Compliance	n/a	n/a	filerskeepers helps companies decide which retention period to choose per system or document category. filerskeepers provides data retention schedules that give insight into the legal maximum and minimum retention periods applicable in the countries relevant to them. This helps companies to justify why they are storing data (“for compliance with income tax rules”) and for how long (“for 10 years from the date following the end of the book year").   filerskeepers was inspired by a problem many companies experience: there was no simple way for IT, Legal, Compliance, HR, Sales, Finance, Health and Safety and other business departments to build records retention schedules and keep them up to date.   filerskeepers believes that companies should be able to know all retention periods that apply to them. It is our goal to make sure companies will be up to date about the latest data retention periods. At any time. This will allow companies to find their golden standard retention period that they can actually implement into their IT-systems.  As we got to know our users, we discovered that data retention is not a one-size-fits-all. Companies keep data of all shapes, sizes and types—they use it in many different ways. Our goal is to make a strategic data retention tool that allows you to know all data retention terms, to see changes in data retention laws realtime and to know what the golden standard your organisation should apply. 	https://www.filerskeepers.com	@filerskeepers	https://angel.co/filerskeepers	https://www.crunchbase.com/organization/filerskeepers	https://www.linkedin.com/company/filerskeepers	https://www.facebook.com/filerskeepers	data compliance, data retention, records retention	active
Armlaw	2011	Yerevan, Yerevan, Armenia	Legal Research	n/a	n/a	Armlaw is a judicial acts searching system allows for free search and finding judgments made by the European Court of Human Rights.	 http://www.armlaw.com/	https://twitter.com/armlaw?lang=en	n/a	https://www.crunchbase.com/organization/armlaw	https://www.linkedin.com/company/armstrong-simpson	https://www.facebook.com/pages/category/Property-Lawyer/armlawcom-880347918661871/	Legal, Legal Tech, Search Engine	active
EffortlessLegal LLC	2017	Chicago	Practice Management	n/a	n/a	Work Effortlessly  •  Keep your existing billing system •  We add the automation!  We use Artificial Intelligence (AI), machine learning, and automation to boost profits and productivity.	n/a	https://twitter.com/effortlesslegal?lang=en	https://angel.co/effortlesslegal	n/a	https://www.linkedin.com/company/effortlesslegal/	https://www.facebook.com/EffortlessLegal-807472939456799	automation machine learning artificial intelligence ai utbms ledes	active
Smarter Drafter	2016	Sydney, New South Wales, Australia	Document Automation	n/a	n/a	Smarter Drafter creates advanced legal documents in minutes, not hours and days.	https://smarterdrafter.com.au/	n/a	n/a	https://www.crunchbase.com/organization/smarter-drafter	https://www.linkedin.com/company/smarter-drafter/	https://www.facebook.com/pages/category/Internet-Company/Smarter-Drafter-215178632368658/	Document Management, Legal, Legal Tech, Software	active
Online Solution Attorney	2016	Brussels	Marketplace	n/a	n/a	OSA - Consultation Platform for Attorneys by Attorneys  OSA was developed in cooperation with Belgian Attorneys in order to enable Attorneys and Solicitors to offer online legal services through a simple and accessible user interface. The website is the result of extensive research and analysis aimed at finding a harmonious balance between ethics rules and economic laws at European level.  Thanks to its intuitive features, OSA provides the following advantages for the Attorneys:  ·      No registration fees; ·      Their online professional page; ·      Their listing in the OSA directory; ·      The possibility to offer legal services trough Skype or/and emails; ·      The order cancellation option; ·      The automation of the withdrawal process;  ·      The possibility to update their profile at any time; ·      The possibility to publish legal notes on the website and social networks; and ·      Pre-paid consultations.  OSA is currently available in Belgium, France and Luxembourg. 	 https://onlinesolutionattorney.be/	@OnSolAtt	n/a	https://www.crunchbase.com/organization/online-solution-attorney	https://www.linkedin.com/company/online-solution-attorney/	https://www.facebook.com/onlinesolutionattorney/	attorney - marketplace - online publications	active
SimplyAgree	2015	Nashville, Tennessee, United States	Document Automation	n/a	n/a	implyAgree is a signature and closing management tool for transactional attorneys.	n/a	https://twitter.com/simplyagree?lang=en	https://angel.co/company/simplyagree	n/a	https://www.linkedin.com/company/simplyagree/	https://www.facebook.com/pages/SimplyAgree/343570112903048	Information Services, Information Technology, Legal, Legal Tech, Software	active
Radvocate	2018	Oakland, CA	Marketplace	n/a	n/a	Consumer dispute resolution is broken. When individual customers have complaints against subscription services, we can depend on companies' internal dispute processes, or else the only available option is typically a little-know and difficult-to-navigate individual arbitration.  Radvocate is a dispute resolution layer for customers with real claims that aren't being taken seriously. We know the arbitration process and have an automated, data-driven fulfillment engine empowering consumers to navigate it and get results.  Our founders and investors come from big law, LegalZoom, Lyft, AngelList, and other top players in the legal and tech worlds.	n/a	https://twitter.com/my_radvocate?lang=en	https://angel.co/radvocate	n/a	https://www.linkedin.com/company/radvocate	https://www.facebook.com/The-Radvocate-185631778150158/	process automation, arbitration, consumer law	inactive
Dye & Durham Corporation	1874	Toronto, Ontario, Canada	Marketplace	n/a	n/a	Dye & Durham offers an easy suite of legal software and services to top law firms.	https://www.dyedurham.com	@dyedurham	n/a	https://www.crunchbase.com/organization/dye-durham	https://www.linkedin.com/company/dyedurhamcorporation	https://www.facebook.com/dyedurhambc	Consulting, Information Services, Legal, Legal Tech, Software	active
